-0.0011362907	0.0480460130
0.0022770549	0.0452153652
0.0000096182	0.0455419784
0.0007654304	0.0298645441
-0.0024223906	0.0227879245
-0.0004962884	0.0281770425
-0.0021602944	0.0285580913
0.0026732468	0.0123363016
-0.0013435296	-0.0012725823
0.0015029569	0.0130983991
-0.0007644799	0.0319875300
-0.0009900045	0.0107576711
-0.0013618153	0.0103221868
0.0004119053	0.0295379309
0.0034900116	0.0378665679
-0.0024284858	0.0304088995
0.0005277153	0.0250197814
-0.0030197261	0.0369411638
0.0021856260	0.0213726005
-0.0014105774	0.0344371291
0.0029170572	0.0282859136
-0.0008071467	0.0317697879
-0.0001488586	0.0272516384
0.0018138151	0.0449976230
-0.0005267647	0.0418947975
0.0006069536	0.0493524659
0.0008324783	0.0504411766
-0.0003439069	0.0422214107
0.0001315234	0.0327496275
0.0010823839	0.0314976102
0.0014541948	0.0422758463
0.0008995261	0.0618182036
0.0001985712	0.0643222382
-0.0002951448	0.0625258655
0.0004728579	0.0431468148
0.0019661966	0.0511488386
-0.0024711527	0.0514210163
0.0025940084	0.0492980304
-0.0007096225	0.0559936013
0.0021246734	0.0547415839
-0.0044825885	0.0559936013
0.0011067650	0.0532718245
-0.0033122985	0.0451064941
0.0039288703	0.0332939829
0.0007654304	0.0457052850
0.0034046780	0.0517476295
-0.0021359134	0.0412415711
-0.0012094338	0.0403706025
-0.0038060146	0.0435278636
0.0023258170	0.0314431746
0.0023014359	0.0343826936
0.0016858147	0.0453242363
0.0021124829	0.0387919720
-0.0027088678	0.0364512439
0.0024781985	0.0067294414
0.0013993374	0.0054229886
0.0038862035	0.0063483927
-0.0015812447	-0.0049197632
0.0031425818	-0.0272927684
-0.0025869626	-0.0440589134
0.0046420158	-0.0108532366
-0.0011789575	-0.0100911391
0.0030816292	-0.0262584932
-0.0021602944	-0.0270750262
0.0035082974	-0.0189096959
-0.0040924918	-0.0142282398
0.0030267719	-0.0273472039
-0.0021054371	-0.0149359018
0.0037094410	-0.0113431564
-0.0027210583	-0.0066072648
0.0010153361	0.0065116993
-0.0037999193	0.0159290470
0.0036789647	0.0070016191
-0.0013496248	-0.0258774445
0.0052515418	-0.0129762225
-0.0026479152	0.0037899225
0.0030999150	0.0090157339
-0.0047446846	-0.0037766170
0.0054404948	0.0022657275
0.0006800968	-0.0006193559
0.0050260171	0.0065661348
0.0000705708	0.0097233959
0.0008568593	-0.0073693623
0.0015212426	-0.0093834771
-0.0007644799	-0.0203250198
0.0081955523	-0.0133572712
-0.0024041048	-0.0173855009
0.0052820181	-0.0239722007
-0.0044338264	-0.0396496350
0.0056904005	-0.0354580987
-0.0052688770	-0.0340427748
0.0067875473	-0.0306133361
-0.0039766819	-0.0541839230
0.0056172574	-0.0622948179
-0.0027698204	-0.0571234420
0.0045201106	-0.0539117454
0.0004058101	-0.0616960270
0.0011067650	-0.0646899814
-0.0034402990	-0.0668674029
0.0008020020	-0.0410649589
-0.0014349585	-0.0311032559
0.0010580029	-0.0452564952
0.0015212426	-0.0409560879
0.0019052440	-0.0128673514
0.0031669628	-0.0034500037
0.0008812403	-0.0130306580
0.0026001037	-0.0303411584
-0.0024041048	-0.0220669570
0.0041178234	-0.0219580859
-0.0029039161	-0.0096556548
0.0062267834	-0.0107988011
-0.0009717187	-0.0070427491
0.0060683066	-0.0104177523
-0.0036962999	-0.0207060686
0.0053551612	-0.0021979864
-0.0041778255	0.0070016191
0.0021673402	-0.0054641186
-0.0002098112	-0.0159701770
0.0035143927	-0.0053008120
-0.0048848756	-0.0140649332
0.0055745905	-0.0209238107
-0.0015812447	-0.0300689807
0.0046542063	-0.0240266362
-0.0039583961	-0.0274016395
0.0042214428	-0.0331173707
-0.0018738172	-0.0153713861
0.0025025795	-0.0247887337
0.0005825726	-0.0436234291
-0.0007644799	-0.0177121141
0.0013322896	-0.0015447600
0.0015395284	-0.0053552475
0.0042031570	-0.0142826754
-0.0020932465	-0.0113431564
0.0051723034	-0.0147725952
-0.0048483041	-0.0057362962
0.0058671630	-0.0103088812
-0.0035622042	-0.0214681661
0.0043128717	-0.0266395420
-0.0030380118	-0.0253330891
0.0072995491	-0.0128673514
-0.0027820109	-0.0150992084
0.0055380190	-0.0202161487
-0.0026235342	-0.0290891411
0.0019052440	-0.0205427620
-0.0008376230	-0.0134661423
0.0032522965	-0.0119963829
0.0007959067	-0.0256052668
0.0022221975	-0.0183653405
0.0006313347	-0.0321375311
-0.0010631476	-0.0360024541
0.0004240958	-0.0448210109
0.0016187668	-0.0489036761
0.0025452463	-0.0331718062
0.0005947631	-0.0186919537
0.0031669628	-0.0194540512
-0.0020688655	-0.0266395420
0.0042580144	-0.0401395548
0.0002595238	-0.0294157543
0.0022343881	-0.0124318671
0.0007837162	-0.0193996157
0.0018625772	-0.0185830827
0.0013810517	-0.0041032302
0.0035509642	0.0348726134
0.0002717143	0.0509310964
0.0032035344	0.0488081105
0.0008629546	0.0202294543
0.0012164796	0.0240943773
0.0005764773	0.0168000155
0.0034656306	0.0371589059
0.0025208653	0.0293746243
0.0042336333	0.0364512439
0.0035692500	0.0121185595
-0.0018981982	0.0074915389
0.0040934424	-0.0089479929
-0.0001122870	0.0010137102
0.0071532629	-0.0019802443
0.0016187668	-0.0173310654
0.0036850599	-0.0391597152
-0.0030928692	-0.0444943977
0.0029414382	-0.0202161487
0.0013444801	-0.0223391346
0.0030389624	-0.0233189743
0.0045932537	0.0008504036
0.0035143927	0.0043342779
0.0030084861	-0.0061173450
-0.0012460054	0.0002516127
0.0044286817	0.0047697621
0.0025696274	0.0158746114
0.0052271607	0.0219169559
0.0003631432	0.0546871484
0.0033254396	0.0455964139
0.0007410494	0.0375399546
0.0025086748	0.0420036686
0.0044225864	0.0486992395
0.0024538174	0.0549593261
0.0049163025	0.0391730207
-0.0010997192	0.0568101343
0.0054465901	0.0735218438
-0.0008071467	0.0908867796
0.0053185896	0.0948605738
-0.0000269534	0.0769512825
0.0042336333	0.0594774755
-0.0021481039	0.0610016705
0.0047822067	0.0517476295
0.0014724806	0.0682960323
0.0089940314	0.0708000670
-0.0008132419	0.0718887777
0.0020698160	0.0651932068
-0.0039949677	0.0532718245
0.0058062104	0.0435822991
0.0001680949	0.0433645570
0.0078968846	0.0221891336
-0.0005572410	0.0166911445
0.0031121055	0.0048241977
-0.0005267647	0.0260540566
0.0027220089	0.0148947718
0.0044103959	-0.0000205650
0.0018442914	0.0295923664
-0.0002768591	0.0599129598
-0.0001427633	0.0333484184
-0.0001366681	0.0025379052
0.0054465901	-0.0036677459
0.0053978280	0.0140782388
0.0009360977	0.0379210034
0.0020454350	0.0277959938
-0.0003804785	0.0448887520
0.0045566821	0.0387375364
0.0011250507	0.0364512439
0.0069094525	0.0388464075
-0.0022700091	0.0350903555
0.0047517304	0.0296468020
-0.0019347698	0.0150036429
0.0079517419	0.0366689861
-0.0000879060	0.0604573152
0.0064462127	0.0534895666
-0.0032574412	0.0583343293
0.0030755339	0.0607839284
-0.0014654348	0.0722698264
0.0042092523	0.0732496661
-0.0013801011	0.0622536879
0.0049345882	0.0586065070
-0.0004719074	0.0386831009
0.0019113393	0.0539250509
-0.0007949562	0.0735218438
0.0009421929	0.0836468534
0.0030694387	0.0795097527
-0.0004962884	0.0639411895
0.0026061989	0.0633423986
-0.0030014403	0.0756992652
0.0033132491	0.0604028796
-0.0011545765	0.0788565263
0.0067144042	0.0661186109
-0.0014837205	0.0651387713
0.0041848713	0.0619270746
-0.0028429635	0.0509310964
0.0051418271	0.0335117250
-0.0001488586	0.0289935755
0.0055502095	0.0367778571
-0.0020322939	0.0475016577
0.0028256283	0.0314976102
-0.0010204808	0.0059129084
0.0025757226	-0.0099278325
0.0014724806	-0.0193451802
0.0015212426	-0.0063895227
0.0000279039	-0.0159701770
0.0019479108	-0.0251153470
0.0003265717	-0.0183653405
0.0029719145	-0.0309943848
-0.0017336262	-0.0242988139
0.0012042891	-0.0276738171
-0.0015081016	-0.0164600968
0.0016187668	-0.0232645387
-0.0014288632	-0.0266939775
0.0006313347	-0.0239177652
0.0015639095	-0.0300689807
-0.0010082903	-0.0209782462
0.0043616338	0.0069471836
-0.0014837205	0.0274149450
0.0047761115	0.0249653459
-0.0045801126	0.0385742298
0.0062267834	0.0440177834
-0.0035804900	0.0355258398
0.0045018248	0.0528907757
-0.0014837205	0.0719432132
0.0040568708	0.0809795121
-0.0008498135	0.0762436205
0.0035753453	0.1093404263
0.0003997148	0.0976367861
0.0009970503	0.0891448425
-0.0027881062	0.0799996725
-0.0004414311	0.0799996725
-0.0007766704	0.0832658046
0.0003265717	0.0861508880
0.0009056214	0.0939351696
0.0005094295	0.0942073473
0.0016858147	0.0707456314
0.0002351428	0.0605117507
